Deutsch Kaltenbrunn, 2062, 1, 15, AT, 47.09455000, 16.13145000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q222990
Deutsch-Wagram, 2065, 3, 15, AT, 48.29972000, 16.56667000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q660921
Deutschfeistritz, 2059, 6, 15, AT, 47.19852000, 15.33623000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q513647
Deutschkreutz, 2062, 1, 15, AT, 47.60000000, 16.63333000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q41945
Deutschlandsberg, 2059, 6, 15, AT, 46.81528000, 15.22222000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q573106
Dickerldorf, 2058, 4, 15, AT, 48.17676000, 14.05705000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q573106
Diemlach, 2059, 6, 15, AT, 47.43610000, 15.27460000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q573106
Dienersdorf, 2059, 6, 15, AT, 47.23979000, 15.90142000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q669855
Dienten am Hochkönig, 2061, 5, 15, AT, 47.38324000, 13.00369000, 2019-10-05 23:58:22, 2020-05-01 18:52:34, 1, Q669855
Diesseits, 2058, 4, 15, AT, 48.29216000, 13.43546000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q669855
Dietach, 2058, 4, 15, AT, 48.09018000, 14.41647000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q684587
Dietachdorf, 2058, 4, 15, AT, 48.08364000, 14.42874000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q684587
Dietersdorf, 2059, 6, 15, AT, 47.20000000, 14.66667000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q684587
Dietersdorf am Gnasbach, 2059, 6, 15, AT, 46.80917000, 15.81167000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q688242
Diex, 2057, 2, 15, AT, 46.75000000, 14.60000000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q674672
Dobersberg, 2065, 3, 15, AT, 48.91510000, 15.32188000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q268058
Donaustadt, 2060, 9, 15, AT, 48.23330000, 16.46002000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q268058
Donawitz, 2059, 6, 15, AT, 47.36667000, 15.06667000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q268058
Donnersbach, 2059, 6, 15, AT, 47.46139000, 14.12972000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q268058
Donnerskirchen, 2062, 1, 15, AT, 47.89425000, 16.64635000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q268058
Doppl, 2058, 4, 15, AT, 48.24811000, 14.25416000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q268058
Doren, 2063, 8, 15, AT, 47.49278000, 9.87972000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q268058
Dorfbeuern, 2061, 5, 15, AT, 48.01667000, 13.01667000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q701160
Dorfgastein, 2061, 5, 15, AT, 47.24172000, 13.10223000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q541132
Dorfstetten, 2065, 3, 15, AT, 48.32573000, 14.98218000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q675011
Dornbirn, 2063, 8, 15, AT, 47.41427000, 9.74195000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q171219
Draschen, 2057, 2, 15, AT, 46.76909000, 14.06758000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q171219
Drasenhofen, 2065, 3, 15, AT, 48.75000000, 16.65000000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q691841
Drassburg, 2062, 1, 15, AT, 47.74645000, 16.48679000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q533718
Droß, 2065, 3, 15, AT, 48.46393000, 15.57561000, 2019-10-05 23:58:22, 2020-05-01 18:52:34, 1, Q239699
Drösing, 2065, 3, 15, AT, 48.53900000, 16.90264000, 2019-10-05 23:58:22, 2020-05-01 18:52:34, 1, Q677936
Döbriach, 2057, 2, 15, AT, 46.78049000, 13.65738000, 2019-10-05 23:58:22, 2020-05-01 18:52:34, 1, Q677936
Dölsach, 2064, 7, 15, AT, 46.82833000, 12.84528000, 2019-10-05 23:58:22, 2020-05-01 18:52:35, 1, Q677936
Dörfl, 2058, 4, 15, AT, 48.01245000, 13.65472000, 2019-10-05 23:58:22, 2020-05-01 18:52:35, 1, Q677936
Düns, 2063, 8, 15, AT, 47.22353000, 9.71663000, 2019-10-05 23:58:22, 2020-05-01 18:52:35, 1, Q677936
Dünserberg, 2063, 8, 15, AT, 47.22752000, 9.72372000, 2019-10-05 23:58:22, 2020-05-01 18:52:35, 1, Q677936
Dürnau, 2058, 4, 15, AT, 47.99710000, 13.64459000, 2019-10-05 23:58:22, 2020-05-01 18:52:35, 1, Q677936
Dürnkrut, 2065, 3, 15, AT, 48.47315000, 16.85062000, 2019-10-05 23:58:22, 2020-05-01 18:52:34, 1, Q677936
Dürnstein, 2065, 3, 15, AT, 48.39582000, 15.51973000, 2019-10-05 23:58:22, 2020-05-01 18:52:34, 1, Q677936
Dürnstein in der Steiermark, 2059, 6, 15, AT, 46.98833000, 14.39167000, 2019-10-05 23:58:22, 2020-05-01 18:52:34, 1, Q677936
Ebbs, 2064, 7, 15, AT, 47.63333000, 12.21667000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q263781
Eben am Achensee, 2064, 7, 15, AT, 47.41380000, 11.76138000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q691906
Eben im Pongau, 2061, 5, 15, AT, 47.40000000, 13.40000000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q267047
Ebenau, 2061, 5, 15, AT, 47.79073000, 13.17527000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q692169
Ebenfurth, 2065, 3, 15, AT, 47.87738000, 16.36731000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q661789
Ebensee, 2058, 4, 15, AT, 47.80716000, 13.77900000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q699616
Ebenthal, 2057, 2, 15, AT, 46.60806000, 14.36417000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q284179
Ebenthal, 2065, 3, 15, AT, 48.43333000, 16.78333000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q635810
Eberau, 2062, 1, 15, AT, 47.10764000, 16.46044000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q569835
Ebergassing, 2065, 3, 15, AT, 48.04567000, 16.51709000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q674130
Eberndorf, 2057, 2, 15, AT, 46.59139000, 14.64361000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q662378
Eberschwang, 2058, 4, 15, AT, 48.15504000, 13.56194000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q684966
Ebersdorf, 2059, 6, 15, AT, 47.19852000, 15.96219000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q684966
Eberstalzell, 2058, 4, 15, AT, 48.04392000, 13.98319000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q507510
Eberstein, 2057, 2, 15, AT, 46.80806000, 14.56000000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q662203
Ebreichsdorf, 2065, 3, 15, AT, 47.95579000, 16.40705000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q646396
Eching, 2061, 5, 15, AT, 47.97263000, 12.88786000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q646396
Echsenbach, 2065, 3, 15, AT, 48.71667000, 15.21667000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q646396
Eckartsau, 2065, 3, 15, AT, 48.14507000, 16.79737000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q646396
Edelsbach bei Feldbach, 2059, 6, 15, AT, 46.98944000, 15.83694000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q547994
Edelschrott, 2059, 6, 15, AT, 47.02156000, 15.05266000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q689715
Edelsgrub, 2059, 6, 15, AT, 47.03333000, 15.60000000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q689153
Edelstal, 2062, 1, 15, AT, 48.10000000, 16.98333000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q689153
Edelstauden, 2059, 6, 15, AT, 46.98333000, 15.61667000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q693208
Edlitz, 2065, 3, 15, AT, 47.59797000, 16.14052000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q701754
Edt bei Lambach, 2058, 4, 15, AT, 48.11667000, 13.88333000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q677339
Eferding, 2058, 4, 15, AT, 48.30866000, 14.02233000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q255175
Egg, 2063, 8, 15, AT, 47.43154000, 9.89762000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q183358
Eggenberg, 2059, 6, 15, AT, 47.07000000, 15.39871000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q1297479
Eggenburg, 2065, 3, 15, AT, 48.63892000, 15.81903000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q661774
Eggendorf, 2065, 3, 15, AT, 47.85809000, 16.32182000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q661774
Eggern, 2065, 3, 15, AT, 48.90829000, 15.14877000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q661774
Eggersdorf bei Graz, 2059, 6, 15, AT, 47.12338000, 15.60084000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q687622
Ehenbichl, 2064, 7, 15, AT, 47.46667000, 10.70000000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q687622
Ehrenhausen, 2059, 6, 15, AT, 46.72417000, 15.58667000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q696164
Ehrwald, 2064, 7, 15, AT, 47.40000000, 10.91667000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q667088
Eibiswald, 2059, 6, 15, AT, 46.68667000, 15.24722000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q674721
Eichberg, 2059, 6, 15, AT, 47.38188000, 15.97356000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q674721
Eichenberg, 2063, 8, 15, AT, 47.53333000, 9.78333000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q674721
Eichfeld, 2059, 6, 15, AT, 46.72528000, 15.76806000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q674721
Eichgraben, 2065, 3, 15, AT, 48.17204000, 15.98391000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q677467
Eidenberg, 2058, 4, 15, AT, 48.39439000, 14.23313000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q664012
Eisbach, 2059, 6, 15, AT, 47.11667000, 15.26667000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q700603
Eisenerz, 2059, 6, 15, AT, 47.53333000, 14.88333000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q700603
Eisenstadt, 2062, 1, 15, AT, 47.84565000, 16.52327000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q700603
Eisenstadt Stadt, 2062, 1, 15, AT, 47.84450000, 16.52575000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q126321
Eisenstadt-Umgebung, 2062, 1, 15, AT, 47.83333000, 16.58333000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q261432
Eisgarn, 2065, 3, 15, AT, 48.91675000, 15.10320000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q667846
Elbigenalp, 2064, 7, 15, AT, 47.29041000, 10.43607000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q670260
Elixhausen, 2061, 5, 15, AT, 47.86667000, 13.06667000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q701153
Ellbögen, 2064, 7, 15, AT, 47.16667000, 11.45000000, 2019-10-05 23:58:22, 2020-05-01 18:52:35, 1, Q670275
Ellmau, 2064, 7, 15, AT, 47.51378000, 12.29937000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q665594
Elmen, 2064, 7, 15, AT, 47.34039000, 10.54318000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q665594
Elsbethen, 2061, 5, 15, AT, 47.76464000, 13.08104000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q252161
Eltendorf, 2062, 1, 15, AT, 47.00870000, 16.20239000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q662256
Emmersdorf an der Donau, 2065, 3, 15, AT, 48.24140000, 15.33721000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q675509
Empersdorf, 2059, 6, 15, AT, 46.99892000, 15.59959000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q675509
Endach, 2064, 7, 15, AT, 47.56796000, 12.15603000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q675509
Engelhartstetten, 2065, 3, 15, AT, 48.18160000, 16.88367000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q547840
Engerwitzdorf, 2058, 4, 15, AT, 48.34507000, 14.44204000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q515199
Enns, 2058, 4, 15, AT, 48.21346000, 14.47612000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q515199
Ennsdorf, 2065, 3, 15, AT, 48.21181000, 14.50290000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q697066
Enzenreith, 2065, 3, 15, AT, 47.66839000, 15.95249000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q687293
Enzersdorf an der Fischa, 2065, 3, 15, AT, 48.08502000, 16.60832000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q670688
Enzersfeld, 2065, 3, 15, AT, 48.36338000, 16.42387000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q670688
Eppenstein, 2059, 6, 15, AT, 47.12833000, 14.73750000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q671656
Erl, 2064, 7, 15, AT, 47.68333000, 12.18333000, 2019-10-05 23:58:22, 2019-10-05 23:58:22, 1, Q671656
Erlauf, 2065, 3, 15, AT, 48.18333000, 15.18333000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q671656
Ernstbrunn, 2065, 3, 15, AT, 48.53333000, 16.35000000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q654014
Ernsthofen, 2065, 3, 15, AT, 48.12915000, 14.48058000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q673846
Erpersdorf, 2065, 3, 15, AT, 48.34210000, 15.91747000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q673846
Erpfendorf, 2064, 7, 15, AT, 47.58333000, 12.46667000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q673846
Ertl, 2065, 3, 15, AT, 47.97704000, 14.63134000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q673846
Esch, 2061, 5, 15, AT, 47.84030000, 13.09223000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q673846
Eschenau, 2065, 3, 15, AT, 48.04825000, 15.56694000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q673846
Eugendorf, 2061, 5, 15, AT, 47.86765000, 13.12609000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q257523
Euratsfeld, 2065, 3, 15, AT, 48.08181000, 14.93154000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q673813
Faak am See, 2057, 2, 15, AT, 46.56806000, 13.90972000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q19932786
Faistenau, 2061, 5, 15, AT, 47.77767000, 13.23393000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q269175
Falkenburg, 2059, 6, 15, AT, 47.50000000, 14.08333000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q269175
Falkenstein, 2065, 3, 15, AT, 48.71667000, 16.58333000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q676080
Fallbach, 2065, 3, 15, AT, 48.65000000, 16.41667000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q185754
Farrach, 2059, 6, 15, AT, 47.18333000, 14.73333000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q185754
Favoriten, 2060, 9, 15, AT, 48.16116000, 16.38233000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q185754
Fehring, 2059, 6, 15, AT, 46.94000000, 16.00806000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q665198
Feistritz am Wechsel, 2065, 3, 15, AT, 47.60000000, 16.05000000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q585693
Feistritz an der Drau, 2057, 2, 15, AT, 46.70157000, 13.66479000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q5441584
Feistritz an der Gail, 2057, 2, 15, AT, 46.57750000, 13.60667000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q690447
Feistritz bei Knittelfeld, 2059, 6, 15, AT, 47.26802000, 14.89334000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q691204
Feistritz im Rosental, 2057, 2, 15, AT, 46.51667000, 14.16667000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q691204
Feistritz ob Bleiburg, 2057, 2, 15, AT, 46.55000000, 14.76667000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q664452
Feld am See, 2057, 2, 15, AT, 46.77639000, 13.74778000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q663618
Feldbach, 2059, 6, 15, AT, 46.95306000, 15.88833000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q663618
Feldkirch, 2063, 8, 15, AT, 47.23306000, 9.60000000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q183104
Feldkirchen an der Donau, 2058, 4, 15, AT, 48.34524000, 14.05134000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q250189
Feldkirchen bei Graz, 2059, 6, 15, AT, 47.01667000, 15.45000000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q672464
Feldkirchen in Kärnten, 2057, 2, 15, AT, 46.72368000, 14.09580000, 2019-10-05 23:58:23, 2020-05-01 18:52:34, 1, Q507533
Felixdorf, 2065, 3, 15, AT, 47.88159000, 16.24208000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q665256
Fels am Wagram, 2065, 3, 15, AT, 48.43333000, 15.81667000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q674340
Fendels, 2064, 7, 15, AT, 47.05390000, 10.67777000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q674340
Ferlach, 2057, 2, 15, AT, 46.52694000, 14.30194000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q610514
Ferndorf, 2057, 2, 15, AT, 46.73651000, 13.62661000, 2019-10-05 23:58:23, 2020-08-01 13:15:04, 1, 
Fernitz, 2059, 6, 15, AT, 46.97389000, 15.50111000, 2019-10-05 23:58:23, 2020-08-01 13:15:06, 1, 
Ferschnitz, 2065, 3, 15, AT, 48.09419000, 14.98454000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q674071
Fieberbrunn, 2064, 7, 15, AT, 47.47626000, 12.54347000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q688822
Fiecht, 2064, 7, 15, AT, 47.35000000, 11.70000000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q688822
Filzmoos, 2061, 5, 15, AT, 47.43333000, 13.51667000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q688822
Finkenberg, 2064, 7, 15, AT, 47.15279000, 11.82212000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q679897
Finkenstein, 2057, 2, 15, AT, 46.56155000, 13.87086000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q679897
Finkenstein am Faaker See, 2057, 2, 15, AT, 46.57904000, 13.93496000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q662080
Fischamend-Markt, 2065, 3, 15, AT, 48.11667000, 16.60000000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q662080
Fischbach, 2059, 6, 15, AT, 47.44234000, 15.64972000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q662080
Fisching, 2058, 4, 15, AT, 48.22301000, 14.42771000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q662080
Fiss, 2064, 7, 15, AT, 47.05714000, 10.61747000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q473382
Flachau, 2061, 5, 15, AT, 47.34406000, 13.39148000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q473382
Fladnitz im Raabtal, 2059, 6, 15, AT, 46.99167000, 15.78528000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q693303
Flatschach, 2059, 6, 15, AT, 47.21667000, 14.75000000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q693303
Flattach, 2057, 2, 15, AT, 46.93861000, 13.13444000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q667440
Flaurling, 2064, 7, 15, AT, 47.29143000, 11.12319000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q667440
Fliess, 2064, 7, 15, AT, 47.11667000, 10.61667000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q665521
Flirsch, 2064, 7, 15, AT, 47.15000000, 10.40000000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q683666
Floing, 2059, 6, 15, AT, 47.26356000, 15.74650000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q683666
Floridsdorf, 2060, 9, 15, AT, 48.25000000, 16.40000000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q683666
Fohnsdorf, 2059, 6, 15, AT, 47.20000000, 14.68333000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q672143
Forchach, 2064, 7, 15, AT, 47.41667000, 10.58333000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q672143
Forchtenstein, 2062, 1, 15, AT, 47.71161000, 16.34525000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q664159
Fornach, 2058, 4, 15, AT, 48.02277000, 13.42941000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q652120
Forstau, 2061, 5, 15, AT, 47.37842000, 13.55558000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q652120
Frankenburg, 2058, 4, 15, AT, 48.06844000, 13.49065000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q652120
Frankenfels, 2065, 3, 15, AT, 47.98234000, 15.32593000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q263093
Frankenmarkt, 2058, 4, 15, AT, 47.98333000, 13.41667000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q666065
Frannach, 2059, 6, 15, AT, 46.91306000, 15.63361000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q260002
Frastanz, 2063, 8, 15, AT, 47.21735000, 9.62995000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q698577
Frauenberg, 2059, 6, 15, AT, 47.42855000, 15.34206000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q698577
Frauenkirchen, 2062, 1, 15, AT, 47.83678000, 16.92581000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q698577
Frauenstein, 2057, 2, 15, AT, 46.81417000, 14.29417000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q698577
Fraxern, 2063, 8, 15, AT, 47.31498000, 9.67391000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q698577
Freidorf an der Laßnitz, 2059, 6, 15, AT, 46.81667000, 15.25000000, 2019-10-05 23:58:23, 2020-05-01 18:52:35, 1, Q698577
Freiland bei Deutschlandsberg, 2059, 6, 15, AT, 46.83333000, 15.13333000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q368380
Freindorf, 2058, 4, 15, AT, 48.22570000, 14.29510000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q368380
Freistadt, 2058, 4, 15, AT, 48.51103000, 14.50453000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q143140
Fresach, 2057, 2, 15, AT, 46.71556000, 13.69083000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q662026
Fresen, 2057, 2, 15, AT, 46.70516000, 14.04513000, 2019-10-05 23:58:23, 2020-08-01 13:18:47, 1, 
Friedberg, 2059, 6, 15, AT, 47.43333000, 16.05000000, 2019-10-05 23:58:23, 2020-08-01 13:18:49, 1, 
Friesach, 2057, 2, 15, AT, 46.95528000, 14.40583000, 2019-10-05 23:58:23, 2020-08-01 13:18:51, 1, 
Fritzens, 2064, 7, 15, AT, 47.30535000, 11.58950000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q672217
Frohnleiten, 2059, 6, 15, AT, 47.26667000, 15.31667000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q661519
Frohsdorf, 2065, 3, 15, AT, 47.73333000, 16.25000000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q661519
Fulpmes, 2064, 7, 15, AT, 47.15202000, 11.34922000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q669803
Furth an der Triesting, 2065, 3, 15, AT, 47.97326000, 15.97326000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q678562
Furth bei Göttweig, 2065, 3, 15, AT, 48.37385000, 15.61408000, 2019-10-05 23:58:23, 2020-05-01 18:52:34, 1, Q678562
Fuschl am See, 2061, 5, 15, AT, 47.80000000, 13.30000000, 2019-10-05 23:58:23, 2019-10-05 23:58:23, 1, Q683825
Fußach, 2063, 8, 15, AT, 47.47933000, 9.66278000, 2019-10-05 23:58:23, 2020-05-01 18:52:35, 1, Q701030
Föderlach I, 2057, 2, 15, AT, 46.59998000, 13.96128000, 2019-10-05 23:58:23, 2020-05-01 18:52:34, 1, Q701030
Fügen, 2064, 7, 15, AT, 47.34700000, 11.84939000, 2019-10-05 23:58:23, 2020-05-01 18:52:35, 1, Q701030
Fügenberg, 2064, 7, 15, AT, 47.35210000, 11.84173000, 2019-10-05 23:58:23, 2020-05-01 18:52:35, 1, Q693955
Fürnitz, 2057, 2, 15, AT, 46.56188000, 13.81732000, 2019-10-05 23:58:23, 2020-05-01 18:52:34, 1, Q693955
Fürstenfeld, 2059, 6, 15, AT, 47.05000000, 16.08333000, 2019-10-05 23:58:23, 2020-05-01 18:52:35, 1, Q661272
